Kevin Fehr,MAIN,2,0.5,-2,192,47.5,46.3,53.7,0.5,0.5
Leon Wood,CREW,62,0.532,2.6,205.6,43.8,50.7,49.2,0.6,0.5
Leon Wood,MAIN,2,1,7.5,189.5,46,51.1,48.9,0,0
Leroy Richardson,CREW,56,0.571,2.9,197.2,41.5,50.3,49.7,0.8,0.7
Luis Grillo,CREW,53,0.491,3.2,204.2,43.7,50.4,49.6,0.8,0.7
Luis Grillo,MAIN,1,1,2,184,36,52.8,47.2,1,2
Marc Davis,CREW,64,0.609,3.3,195.8,42,50.6,49.4,0.8,0.8
Mark Ayotte,CREW,64,0.719,4.8,199.5,41.4,51.7,48.3,0.8,0.7
Mark Lindsay,CREW,52,0.654,4.2,200,40.3,51.1,49,0.9,0.6
Mark Wunderlich,MAIN,66,0.591,2.8,201.4,40.5,49.5,50.6,0.7,0.7
Matt Boland,CREW,60,0.667,5.6,202.2,43.2,51.1,48.9,0.9,0.7
Michael Smith,CREW,36,0.472,-1.4,203.5,43.3,50.8,49.3,0.8,0.8
Mike Callahan,MAIN,54,0.574,2.4,200,41.9,50.8,49.2,0.7,0.9
Monty McCutchen,MAIN,66,0.591,2.9,201,44.1,49.9,50.2,0.8,1.1
Olandis Poole,CREW,65,0.646,3.8,204.2,39.7,50.3,49.7,0.8,1
Pat Fraher,CREW,56,0.661,4,199.1,41.4,51.3,48.7,0.6,0.6
Phil Robinson,CREW,57,0.649,4.3,202.5,42.3,51.8,48.1,0.6,0.5
Rodney Mott,CREW,65,0.631,3.9,198.8,43.4,51.2,48.8,0.6,0.7
Ron Garretson,MAIN,69,0.609,3.5,198.5,41.1,52.8,47.3,0.7,0.6
Ron Olesiak,CREW,44,0.636,4.2,197.7,40.3,52.3,47.8,0.5,0.7
Scott Foster,MAIN,69,0.623,3.3,203.2,44,51.7,48.3,0.8,0.9
Scott Wall,CREW,59,0.576,3,202.4,40.7,51.4,48.6,0.7,0.7
Sean Corbin,MAIN,48,0.563,2.7,202.1,41.8,52,47.9,0.7,0.6
Sean Corbin,CREW,15,0.733,4.3,199.7,41.9,50.6,49.5,0.7,0.5
Sean Wright,CREW,53,0.585,2.2,202.5,43.5,51.3,48.8,0.8,0.8
Steve Javie,MAIN,62,0.645,3.6,195.3,38.8,51.5,48.4,0.6,0.6
Tom Washington,MAIN,67,0.597,4.9,200.9,43.1,50.6,49.4,0.9,0.6
Tommy Nunez,CREW,52,0.538,2.8,204.4,43.2,50.8,49.2,0.8,0.7
Tommy Nunez,MAIN,1,0,-1,211,51,49,51,0,0
Tony Brothers,MAIN,35,0.543,2.3,200.7,43.2,48.6,51.3,0.9,0.5
Tony Brothers,CREW,32,0.656,4.7,201.6,43.8,51.5,48.4,1,0.7
Tony Brown,CREW,59,0.559,1,199.9,42.8,50.4,49.5,0.8,0.9
Violet Palmer,CREW,62,0.694,5,201,42.8,48.8,51.2,0.7,0.8
Zach Zarba,CREW,62,0.484,2.1,201.3,42.8,49.9,50.2,0.9,1
